"","MovieID","ratings_per_movie","ave_ratings","sum_ratings","Title","Genres","Year"
"523",58,501,4.0938123752495,2051,"Postino, Il (The Postman) (1994)","Drama|Romance",1994
"524",317,641,3.19188767550702,2046,"Santa Clause, The (1994)","Children's|Comedy|Fantasy",1994
"525",1345,567,3.60493827160494,2044,"Carrie (1976)","Horror",1976
"526",1711,628,3.2531847133758,2043,"Midnight in the Garden of Good and Evil (1997)","Comedy|Crime|Drama|Mystery",1997
"527",1104,483,4.22567287784679,2041,"Streetcar Named Desire, A (1951)","Drama",1951
"528",3298,590,3.45932203389831,2041,"Boiler Room (2000)","Drama",2000
"529",3301,602,3.37873754152824,2034,"Whole Nine Yards, The (2000)","Comedy|Crime",2000
"530",2085,565,3.59646017699115,2032,"101 Dalmatians (1961)","Animation|Children's",1961
"531",2917,504,4.03174603174603,2032,"Body Heat (1981)","Crime|Thriller",1981
"532",1186,562,3.61387900355872,2031,"Sex, Lies, and Videotape (1989)","Drama",1989
"533",2724,650,3.12,2028,"Runaway Bride (1999)","Comedy|Romance",1999
"534",3535,630,3.21904761904762,2028,"American Psycho (2000)","Comedy|Horror|Thriller",2000
"535",1956,507,3.99013806706114,2023,"Ordinary People (1980)","Drama",1980
"536",1967,554,3.63718411552347,2015,"Labyrinth (1986)","Adventure|Children's|Fantasy",1986
"537",2863,518,3.88996138996139,2015,"Hard Day's Night, A (1964)","Comedy|Musical",1964
"538",62,541,3.69685767097967,2000,"Mr. Holland's Opus (1995)","Drama",1995
"539",162,491,4.06313645621181,1995,"Crumb (1994)","Documentary",1994
"540",198,605,3.29586776859504,1994,"Strange Days (1995)","Action|Crime|Sci-Fi",1995
"541",3740,584,3.41438356164384,1994,"Big Trouble in Little China (1986)","Action|Comedy",1986
"542",3479,542,3.67343173431734,1991,"Ladyhawke (1985)","Adventure|Fantasy|Romance",1985
"543",3654,502,3.96414342629482,1990,"Guns of Navarone, The (1961)","Action|Drama|War",1961
"544",151,554,3.5884476534296,1988,"Rob Roy (1995)","Drama|Romance|War",1995
"545",24,624,3.17948717948718,1984,"Powder (1995)","Drama|Sci-Fi",1995
"546",852,615,3.22113821138211,1981,"Tin Cup (1996)","Comedy|Romance",1996
"547",2581,624,3.16826923076923,1977,"Never Been Kissed (1999)","Comedy|Romance",1999
"548",653,612,3.22549019607843,1974,"Dragonheart (1996)","Action|Adventure|Fantasy",1996
"549",3735,495,3.98181818181818,1971,"Serpico (1973)","Crime|Drama",1973
"550",112,570,3.44385964912281,1963,"Rumble in the Bronx (1995)","Action|Adventure|Crime",1995
"551",832,564,3.47872340425532,1962,"Ransom (1996)","Drama|Thriller",1996
"552",3178,509,3.84872298624754,1959,"Hurricane, The (1999)","Drama",1999
"553",3317,496,3.94959677419355,1959,"Wonder Boys (2000)","Comedy|Drama",2000
"554",3685,545,3.59266055045872,1958,"Prizzi's Honor (1985)","Comedy|Drama|Romance",1985
"555",3893,559,3.50268336314848,1958,"Nurse Betty (2000)","Comedy|Thriller",2000
"556",1587,572,3.42132867132867,1957,"Conan the Barbarian (1982)","Action|Adventure",1982
"557",2701,902,2.15853658536585,1947,"Wild Wild West (1999)","Action|Sci-Fi|Western",1999
"558",838,501,3.88023952095808,1944,"Emma (1996)","Comedy|Drama|Romance",1996
"559",1254,453,4.28918322295806,1943,"Treasure of the Sierra Madre, The (1948)","Adventure",1948
"560",1834,493,3.93914807302231,1942,"Spanish Prisoner, The (1997)","Drama|Thriller",1997
"561",1032,525,3.69714285714286,1941,"Alice in Wonderland (1951)","Animation|Children's|Musical",1951
"562",720,438,4.42694063926941,1939,"Wallace & Gromit: The Best of Aardman Animation (1996)","Animation",1996
"563",1635,507,3.80078895463511,1927,"Ice Storm, The (1997)","Drama",1997
"564",3730,453,4.24944812362031,1925,"Conversation, The (1974)","Drama|Mystery",1974
"565",1378,562,3.41814946619217,1921,"Young Guns (1988)","Action|Comedy|Western",1988
"566",1449,462,4.14718614718615,1916,"Waiting for Guffman (1996)","Comedy",1996
"567",442,640,2.9921875,1915,"Demolition Man (1993)","Action|Sci-Fi",1993
"568",1041,474,4.0379746835443,1914,"Secrets & Lies (1996)","Drama",1996
"569",1958,530,3.60754716981132,1912,"Terms of Endearment (1983)","Comedy|Drama",1983
"570",930,445,4.29438202247191,1911,"Notorious (1946)","Film-Noir|Romance|Thriller",1946
"571",3468,450,4.24,1908,"Hustler, The (1961)","Drama",1961
"572",342,518,3.67760617760618,1905,"Muriel's Wedding (1994)","Comedy|Romance",1994
"573",2137,497,3.82293762575453,1900,"Charlotte's Web (1973)","Animation|Children's",1973
"574",2096,511,3.71037181996086,1896,"Sleeping Beauty (1959)","Animation|Children's|Musical",1959
"575",628,485,3.89690721649485,1890,"Primal Fear (1996)","Drama|Thriller",1996
"576",3334,461,4.0824295010846,1882,"Key Largo (1948)","Crime|Drama|Film-Noir|Thriller",1948
"577",1982,506,3.71343873517787,1879,"Halloween (1978)","Horror",1978
"578",596,498,3.75100401606426,1868,"Pinocchio (1940)","Animation|Children's",1940
"579",163,540,3.45740740740741,1867,"Desperado (1995)","Action|Romance|Thriller",1995
"580",2788,451,4.13747228381375,1866,"And Now for Something Completely Different (1971)","Comedy",1971
"581",45,544,3.42463235294118,1863,"To Die For (1995)","Comedy|Drama",1995
"582",2973,460,4.05,1863,"Crimes and Misdemeanors (1989)","Comedy",1989
"583",2046,536,3.46641791044776,1858,"Flight of the Navigator (1986)","Adventure|Children's|Sci-Fi",1986
"584",3246,475,3.90315789473684,1854,"Malcolm X (1992)","Drama",1992
"585",1257,472,3.92161016949153,1851,"Better Off Dead... (1985)","Comedy",1985
"586",2423,515,3.58834951456311,1848,"Christmas Vacation (1989)","Comedy",1989
"587",3785,613,3.01141924959217,1846,"Scary Movie (2000)","Comedy|Horror",2000
"588",247,477,3.86582809224319,1844,"Heavenly Creatures (1994)","Drama|Fantasy|Romance|Thriller",1994
"589",3697,643,2.86780715396579,1844,"Predator 2 (1990)","Action|Sci-Fi|Thriller",1990
"590",994,450,4.09555555555556,1843,"Big Night (1996)","Drama",1996
"591",1042,528,3.48106060606061,1838,"That Thing You Do! (1996)","Comedy",1996
"592",95,638,2.87617554858934,1835,"Broken Arrow (1996)","Action|Thriller",1996
"593",1907,490,3.74285714285714,1834,"Mulan (1998)","Animation|Children's",1998
"594",2313,457,4.01312910284464,1834,"Elephant Man, The (1980)","Drama",1980
"595",3536,489,3.74846625766871,1833,"Keeping the Faith (2000)","Comedy|Romance",2000
"596",3524,534,3.42696629213483,1830,"Arthur (1981)","Comedy|Romance",1981
"597",3168,485,3.77113402061856,1829,"Easy Rider (1969)","Adventure|Drama",1969
"598",3203,497,3.67806841046278,1828,"Dead Calm (1989)","Thriller",1989
"599",1224,426,4.28638497652582,1826,"Henry V (1989)","Drama|War",1989
"600",661,525,3.4647619047619,1819,"James and the Giant Peach (1996)","Animation|Children's|Musical",1996
"601",933,443,4.10158013544018,1817,"To Catch a Thief (1955)","Comedy|Romance|Thriller",1955
"602",562,478,3.79916317991632,1816,"Welcome to the Dollhouse (1995)","Comedy|Drama",1995
"603",1678,474,3.82911392405063,1815,"Joy Luck Club, The (1993)","Drama",1993
"604",3020,524,3.45229007633588,1809,"Falling Down (1993)","Action|Drama",1993
"605",3745,535,3.38130841121495,1809,"Titan A.E. (2000)","Adventure|Animation|Sci-Fi",2000
"606",2541,559,3.22182468694097,1801,"Cruel Intentions (1999)","Drama",1999
"607",1479,563,3.19715808170515,1800,"Saint, The (1997)","Action|Romance|Thriller",1997
"608",3087,516,3.47868217054264,1795,"Scrooged (1988)","Comedy",1988
"609",1185,453,3.95805739514349,1793,"My Left Foot (1989)","Drama",1989
"610",916,425,4.21647058823529,1792,"Roman Holiday (1953)","Comedy|Romance",1953
"611",3257,626,2.8594249201278,1790,"Bodyguard, The (1992)","Action|Drama|Romance|Thriller",1992
"612",3260,480,3.72916666666667,1790,"Howards End (1992)","Drama",1992
"613",3300,542,3.30073800738007,1789,"Pitch Black (2000)","Action|Sci-Fi",2000
"614",345,469,3.80597014925373,1785,"Adventures of Priscilla, Queen of the Desert, The (1994)","Comedy|Drama",1994
"615",3267,483,3.68737060041408,1781,"Mariachi, El (1992)","Action|Thriller",1992
"616",1274,452,3.93362831858407,1778,"Akira (1988)","Adventure|Animation|Sci-Fi|Thriller",1988
"617",2478,569,3.11775043936731,1774,"Three Amigos! (1986)","Comedy|Western",1986
"618",2133,541,3.27541589648799,1772,"Adventures in Babysitting (1987)","Adventure|Comedy",1987
"619",2841,487,3.62628336755647,1766,"Stir of Echoes (1999)","Thriller",1999
"620",515,450,3.91777777777778,1763,"Remains of the Day, The (1993)","Drama",1993
"621",1680,464,3.79094827586207,1759,"Sliding Doors (1998)","Drama|Romance",1998
"622",3635,487,3.60574948665298,1756,"Spy Who Loved Me, The (1977)","Action",1977
"623",1694,471,3.72611464968153,1755,"Apostle, The (1997)","Drama",1997
"624",2245,514,3.41439688715953,1755,"Working Girl (1988)","Comedy|Drama",1988
"625",350,515,3.39223300970874,1747,"Client, The (1994)","Drama|Mystery|Thriller",1994
"626",3035,421,4.14964370546318,1747,"Mister Roberts (1955)","Comedy|Drama|War",1955
"627",2134,510,3.42352941176471,1746,"Weird Science (1985)","Comedy",1985
"628",3614,542,3.21955719557196,1745,"Honeymoon in Vegas (1992)","Comedy|Romance",1992
"629",2912,474,3.67932489451477,1744,"Limey, The (1999)","Action|Crime|Drama",1999
"630",1476,499,3.48697394789579,1740,"Private Parts (1997)","Comedy|Drama",1997
"631",2966,429,4.05594405594406,1740,"Straight Story, The (1999)","Drama",1999
"632",3717,584,2.97431506849315,1737,"Gone in 60 Seconds (2000)","Action|Crime",2000
"633",2739,450,3.85555555555556,1735,"Color Purple, The (1985)","Drama",1985
"634",3545,443,3.90293453724605,1729,"Cabaret (1972)","Musical|War",1972
"635",1831,667,2.58470764617691,1724,"Lost in Space (1998)","Action|Sci-Fi|Thriller",1998
"636",2065,479,3.59916492693111,1724,"Purple Rose of Cairo, The (1985)","Comedy|Drama|Romance",1985
"637",3159,453,3.80573951434879,1724,"Fantasia 2000 (1999)","Animation|Children's|Musical",1999
"638",955,413,4.16949152542373,1722,"Bringing Up Baby (1938)","Comedy",1938
"639",524,476,3.61554621848739,1721,"Rudy (1993)","Drama",1993
"640",909,417,4.12709832134293,1721,"Apartment, The (1960)","Comedy|Drama",1960
"641",2384,523,3.2906309751434,1721,"Babe: Pig in the City (1998)","Children's|Comedy",1998
"642",2722,598,2.87290969899666,1718,"Deep Blue Sea (1999)","Action|Sci-Fi|Thriller",1999
"643",1955,452,3.79646017699115,1716,"Kramer Vs. Kramer (1979)","Drama",1979
"644",926,403,4.25558312655087,1715,"All About Eve (1950)","Drama",1950
"645",3916,437,3.92448512585812,1715,"Remember the Titans (2000)","Drama",2000
"646",552,529,3.24007561436673,1714,"Three Musketeers, The (1993)","Action|Adventure|Comedy",1993
"647",208,651,2.63133640552995,1713,"Waterworld (1995)","Action|Adventure",1995
"648",2728,426,4.018779342723,1712,"Spartacus (1960)","Drama",1960
"649",2976,557,3.07181328545781,1711,"Bringing Out the Dead (1999)","Drama|Horror",1999
"650",1586,557,3.05206463195691,1700,"G.I. Jane (1997)","Action|Drama|War",1997
"651",951,397,4.24937027707809,1687,"His Girl Friday (1940)","Comedy",1940
"652",1373,613,2.74877650897227,1685,"Star Trek V: The Final Frontier (1989)","Action|Adventure|Sci-Fi",1989
"653",2420,493,3.41784989858012,1685,"Karate Kid, The (1984)","Drama",1984
"654",1283,403,4.17866004962779,1684,"High Noon (1952)","Western",1952
"655",348,455,3.6989010989011,1683,"Bullets Over Broadway (1994)","Comedy",1994
"656",3752,560,3,1680,"Me, Myself and Irene (2000)","Comedy",2000
"657",671,456,3.67982456140351,1678,"Mystery Science Theater 3000: The Movie (1996)","Comedy|Sci-Fi",1996
"658",2616,624,2.68269230769231,1674,"Dick Tracy (1990)","Action|Crime",1990
"659",3639,461,3.62906724511931,1673,"Man with the Golden Gun, The (1974)","Action",1974
"660",3512,454,3.68061674008811,1671,"Return to Me (2000)","Drama|Romance",2000
"661",3196,394,4.22842639593909,1666,"Stalag 17 (1953)","Drama|War",1953
"662",2792,558,2.98028673835125,1663,"Airplane II: The Sequel (1982)","Comedy",1982
"663",2469,506,3.27667984189723,1658,"Peggy Sue Got Married (1986)","Comedy|Romance",1986
"664",1441,481,3.44490644490645,1657,"Benny & Joon (1993)","Comedy|Romance",1993
"665",1589,492,3.35975609756098,1653,"Cop Land (1997)","Crime|Drama|Mystery",1997
"666",2463,475,3.46105263157895,1644,"Ruthless People (1986)","Comedy",1986
"667",2717,565,2.90619469026549,1642,"Ghostbusters II (1989)","Comedy|Horror",1989
"668",3358,446,3.68161434977578,1642,"Defending Your Life (1991)","Comedy|Romance",1991
"669",1297,442,3.70814479638009,1639,"Real Genius (1985)","Comedy",1985
"670",3157,520,3.15,1638,"Stuart Little (1999)","Children's|Comedy",1999
"671",29,403,4.06203473945409,1637,"City of Lost Children, The (1995)","Adventure|Sci-Fi",1995
"672",1037,615,2.66016260162602,1636,"Lawnmower Man, The (1992)","Action|Sci-Fi|Thriller",1992
"673",1120,456,3.58333333333333,1634,"People vs. Larry Flynt, The (1996)","Drama",1996
"674",185,569,2.86994727592267,1633,"Net, The (1995)","Sci-Fi|Thriller",1995
"675",3019,416,3.92067307692308,1631,"Drugstore Cowboy (1989)","Crime|Drama",1989
"676",1059,479,3.40083507306889,1629,"William Shakespeare's Romeo and Juliet (1996)","Drama|Romance",1996
"677",3701,504,3.22420634920635,1625,"Alien Nation (1988)","Crime|Drama|Sci-Fi",1988
"678",954,383,4.2402088772846,1624,"Mr. Smith Goes to Washington (1939)","Drama",1939
"679",928,386,4.20466321243523,1623,"Rebecca (1940)","Romance|Thriller",1940
"680",2687,442,3.66515837104072,1620,"Tarzan (1999)","Animation|Children's",1999
"681",3827,478,3.38284518828452,1617,"Space Cowboys (2000)","Action|Sci-Fi",2000
"682",2648,406,3.97536945812808,1614,"Frankenstein (1931)","Horror",1931
"683",2454,480,3.35833333333333,1612,"Fly, The (1958)","Horror|Sci-Fi",1958
"684",3083,394,4.08629441624366,1610,"All About My Mother (Todo Sobre Mi Madre) (1999)","Comedy|Drama",1999
"685",2598,533,3.01688555347092,1608,"Pushing Tin (1999)","Comedy",1999
"686",2311,470,3.41702127659574,1606,"2010 (1984)","Mystery|Sci-Fi",1984
"687",466,573,2.79581151832461,1602,"Hot Shots! Part Deux (1993)","Action|Comedy|War",1993
"688",905,374,4.2807486631016,1601,"It Happened One Night (1934)","Comedy",1934
"689",180,451,3.54767184035477,1600,"Mallrats (1995)","Comedy",1995
"690",2010,388,4.08247422680412,1584,"Metropolis (1926)","Sci-Fi",1926
"691",3264,512,3.091796875,1583,"Buffy the Vampire Slayer (1992)","Comedy|Horror",1992
"692",1103,402,3.9228855721393,1577,"Rebel Without a Cause (1955)","Drama",1955
"693",3273,577,2.73310225303293,1577,"Scream 3 (2000)","Horror|Mystery|Thriller",2000
"694",1347,451,3.48558758314856,1572,"Nightmare on Elm Street, A (1984)","Horror",1984
"695",3551,400,3.93,1572,"Marathon Man (1976)","Thriller",1976
"696",1081,434,3.61751152073733,1570,"Victor/Victoria (1982)","Comedy|Musical",1982
"697",52,431,3.64037122969838,1569,"Mighty Aphrodite (1995)","Comedy",1995
"698",3507,389,4.03341902313625,1569,"Odd Couple, The (1968)","Comedy",1968
"699",647,441,3.55328798185941,1567,"Courage Under Fire (1996)","Drama|War",1996
"700",2734,466,3.35836909871245,1565,"Mosquito Coast, The (1986)","Drama",1986
"701",7,458,3.41048034934498,1562,"Sabrina (1995)","Comedy|Romance",1995
"702",3441,475,3.27578947368421,1556,"Red Dawn (1984)","Action|War",1984
"703",196,550,2.82363636363636,1553,"Species (1995)","Horror|Sci-Fi",1995
"704",1171,415,3.73493975903614,1550,"Bob Roberts (1992)","Comedy",1992
"705",3534,505,3.06534653465347,1548,"28 Days (2000)","Comedy",2000
"706",1086,379,4.07915567282322,1546,"Dial M for Murder (1954)","Mystery|Thriller",1954
"707",2125,416,3.71394230769231,1545,"Ever After: A Cinderella Story (1998)","Drama|Romance",1998
"708",1911,527,2.92979127134725,1544,"Doctor Dolittle (1998)","Comedy",1998
"709",3798,463,3.33477321814255,1544,"What Lies Beneath (2000)","Thriller",2000
"710",1719,381,4.04461942257218,1541,"Sweet Hereafter, The (1997)","Drama",1997
"711",1566,469,3.27931769722814,1538,"Hercules (1997)","Adventure|Animation|Children's|Comedy|Musical",1997
"712",3269,477,3.20335429769392,1528,"Forever Young (1992)","Adventure|Romance|Sci-Fi",1992
"713",3706,448,3.40401785714286,1525,"Angel Heart (1987)","Film-Noir|Mystery|Thriller",1987
"714",1217,357,4.26890756302521,1524,"Ran (1985)","Drama|War",1985
"715",2919,391,3.89514066496164,1523,"Year of Living Dangerously (1982)","Drama|Romance",1982
"716",2991,422,3.59241706161137,1516,"Live and Let Die (1973)","Action",1973
"717",1124,405,3.74074074074074,1515,"On Golden Pond (1981)","Drama",1981
"718",1047,434,3.48387096774194,1512,"Long Kiss Goodnight, The (1996)","Action|Thriller",1996
"719",1411,382,3.95811518324607,1512,"Hamlet (1996)","Drama",1996
"720",3173,483,3.12629399585921,1510,"Any Given Sunday (1999)","Drama",1999
"721",1385,461,3.26898047722343,1507,"Under Siege (1992)","Action",1992
"722",2398,380,3.96052631578947,1505,"Miracle on 34th Street (1947)","Drama",1947
"723",940,378,3.97354497354497,1502,"Adventures of Robin Hood, The (1938)","Action|Adventure",1938
"724",3409,459,3.2723311546841,1502,"Final Destination (2000)","Drama|Thriller",2000
"725",1049,451,3.32815964523282,1501,"Ghost and the Darkness, The (1996)","Action|Adventure",1996
"726",3186,431,3.47795823665893,1499,"Girl, Interrupted (1999)","Drama",1999
"727",2993,404,3.70544554455446,1497,"Thunderball (1965)","Action",1965
"728",3261,429,3.48251748251748,1494,"Singles (1992)","Comedy|Drama|Romance",1992
"729",802,427,3.49648711943794,1493,"Phenomenon (1996)","Drama|Romance",1996
"730",1944,364,4.09615384615385,1491,"From Here to Eternity (1953)","Drama|Romance|War",1953
"731",2926,445,3.35056179775281,1491,"Hairspray (1988)","Comedy|Drama",1988
"732",2989,425,3.50117647058824,1488,"For Your Eyes Only (1981)","Action",1981
"733",2431,474,3.13713080168776,1487,"Patch Adams (1998)","Comedy|Drama",1998
"734",2009,422,3.51895734597156,1485,"Soylent Green (1973)","Sci-Fi|Thriller",1973
"735",1301,373,3.97587131367292,1483,"Forbidden Planet (1956)","Sci-Fi",1956
"736",3113,564,2.62943262411348,1483,"End of Days (1999)","Action|Thriller",1999
"737",1350,409,3.62347188264059,1482,"Omen, The (1976)","Horror",1976
"738",3811,360,4.10277777777778,1477,"Breaker Morant (1980)","Drama|War",1980
"739",3508,365,4.04383561643836,1476,"Outlaw Josey Wales, The (1976)","Western",1976
"740",673,563,2.61989342806394,1475,"Space Jam (1996)","Adventure|Animation|Children's|Comedy|Fantasy",1996
"741",2857,399,3.69674185463659,1475,"Yellow Submarine (1968)","Animation|Musical",1968
"742",1175,368,4.00271739130435,1473,"Delicatessen (1991)","Comedy|Sci-Fi",1991
"743",2565,372,3.95430107526882,1471,"King and I, The (1956)","Musical",1956
"744",144,433,3.39260969976905,1469,"Brothers McMullen, The (1995)","Comedy",1995
"745",3952,388,3.78092783505155,1467,"Contender, The (2000)","Drama|Thriller",2000
"746",3836,375,3.90933333333333,1466,"Kelly's Heroes (1970)","Action|Comedy|War",1970
"747",3844,408,3.59313725490196,1466,"Steel Magnolias (1989)","Drama",1989
"748",3068,379,3.86543535620053,1465,"Verdict, The (1982)","Drama",1982
"749",2116,438,3.33333333333333,1460,"Lord of the Rings, The (1978)","Adventure|Animation|Children's|Sci-Fi",1978
"750",3088,356,4.08988764044944,1456,"Harvey (1950)","Comedy",1950
"751",1125,385,3.77922077922078,1455,"Return of the Pink Panther, The (1974)","Comedy",1974
"752",3219,447,3.25503355704698,1455,"Pacific Heights (1990)","Thriller",1990
"753",1537,350,4.13714285714286,1448,"Shall We Dance? (Shall We Dansu?) (1996)","Comedy",1996
"754",915,365,3.96438356164384,1447,"Sabrina (1954)","Comedy|Romance",1954
"755",1405,475,3.04,1444,"Beavis and Butt-head Do America (1996)","Animation|Comedy",1996
"756",2690,390,3.7,1443,"Ideal Husband, An (1999)","Comedy",1999
"757",3,478,3.01673640167364,1442,"Grumpier Old Men (1995)","Comedy|Romance",1995
"758",1779,541,2.66358595194085,1441,"Sphere (1998)","Adventure|Sci-Fi|Thriller",1998
"759",2759,430,3.35116279069767,1441,"Dick (1999)","Comedy",1999
"760",2413,443,3.24830699774266,1439,"Clue (1985)","Comedy|Mystery",1985
"761",786,460,3.12391304347826,1437,"Eraser (1996)","Action|Thriller",1996
"762",1950,348,4.12931034482759,1437,"In the Heat of the Night (1967)","Drama|Mystery",1967
"763",333,410,3.50243902439024,1436,"Tommy Boy (1995)","Comedy",1995
"764",1245,358,4.00558659217877,1434,"Miller's Crossing (1990)","Drama",1990
"765",3000,345,4.14782608695652,1431,"Princess Mononoke, The (Mononoke Hime) (1997)","Action|Adventure|Animation",1997
"766",3438,534,2.67790262172285,1430,"Teenage Mutant Ninja Turtles (1990)","Action|Children's|Fantasy",1990
"767",272,383,3.72584856396867,1427,"Madness of King George, The (1994)","Drama",1994
"768",1078,372,3.83602150537634,1427,"Bananas (1971)","Comedy|War",1971
"769",2428,513,2.77777777777778,1425,"Faculty, The (1998)","Horror|Sci-Fi",1998
"770",1792,448,3.171875,1421,"U.S. Marshalls (1998)","Action|Thriller",1998
"771",2139,369,3.85094850948509,1421,"Secret of NIMH, The (1982)","Animation|Children's",1982
"772",3201,359,3.95264623955432,1419,"Five Easy Pieces (1970)","Drama",1970
"773",2403,397,3.57178841309824,1418,"First Blood (1982)","Action",1982
"774",1914,372,3.80913978494624,1417,"Smoke Signals (1998)","Comedy|Drama",1998
"775",1344,361,3.92243767313019,1416,"Cape Fear (1962)","Film-Noir|Thriller",1962
"776",2409,445,3.17752808988764,1414,"Rocky II (1979)","Action|Drama",1979
"777",306,334,4.22754491017964,1412,"Three Colors: Red (1994)","Drama",1994
"778",3016,447,3.15883668903803,1412,"Creepshow (1982)","Horror",1982
"779",232,346,4.07514450867052,1410,"Eat Drink Man Woman (1994)","Comedy|Drama",1994
"780",1277,363,3.88429752066116,1410,"Cyrano de Bergerac (1990)","Action|Drama|Romance",1990
"781",1298,387,3.64082687338501,1409,"Pink Floyd - The Wall (1982)","Drama|Musical|War",1982
"782",2533,463,3.04103671706264,1408,"Escape from the Planet of the Apes (1971)","Action|Sci-Fi",1971
"783",3152,354,3.97175141242938,1406,"Last Picture Show, The (1971)","Drama",1971
"784",3513,420,3.34761904761905,1406,"Rules of Engagement (2000)","Drama|Thriller",2000
"785",1238,351,4,1404,"Local Hero (1983)","Comedy",1983
"786",1614,428,3.2803738317757,1404,"In & Out (1997)","Comedy",1997
"787",3062,352,3.97159090909091,1398,"Longest Day, The (1962)","Action|Drama|War",1962
"788",3668,356,3.91573033707865,1394,"Romeo and Juliet (1968)","Drama|Romance",1968
"789",494,416,3.34615384615385,1392,"Executive Decision (1996)","Action|Thriller",1996
"790",2622,415,3.34939759036145,1390,"Midsummer Night's Dream, A (1999)","Comedy|Fantasy",1999
"791",435,533,2.60600375234522,1389,"Coneheads (1993)","Comedy|Sci-Fi",1993
"792",2141,404,3.42821782178218,1385,"American Tail, An (1986)","Animation|Children's|Comedy",1986
"793",3505,355,3.87323943661972,1375,"No Way Out (1987)","Thriller",1987
"794",3067,353,3.89235127478754,1374,"Women on the Verge of a Nervous Breakdown (1988)","Comedy|Drama",1988
"795",3451,350,3.92,1372,"Guess Who's Coming to Dinner (1967)","Comedy|Drama",1967
"796",1894,471,2.91082802547771,1371,"Six Days Seven Nights (1998)","Adventure|Comedy|Romance",1998
"797",3617,419,3.2673031026253,1369,"Road Trip (2000)","Comedy",2000
"798",1096,344,3.97674418604651,1368,"Sophie's Choice (1982)","Drama",1982
"799",1300,330,4.14545454545455,1368,"My Life as a Dog (Mitt liv som hund) (1985)","Drama",1985
"800",1562,606,2.25742574257426,1368,"Batman & Robin (1997)","Action|Adventure|Crime",1997
"801",3744,421,3.24228028503563,1365,"Shaft (2000)","Action|Crime",2000
"802",431,369,3.69105691056911,1362,"Carlito's Way (1993)","Crime|Drama",1993
"803",3274,438,3.10730593607306,1361,"Single White Female (1992)","Action",1992
"804",2126,495,2.74545454545455,1359,"Snake Eyes (1998)","Action|Crime|Mystery|Thriller",1998
"805",3185,398,3.41206030150754,1358,"Snow Falling on Cedars (1999)","Drama",1999
"806",3259,403,3.3697270471464,1358,"Far and Away (1992)","Drama|Romance",1992
"807",1717,455,2.97582417582418,1354,"Scream 2 (1997)","Horror|Thriller",1997
"808",3265,327,4.13761467889908,1353,"Hard-Boiled (Lashou shentan) (1992)","Action|Crime",1992
"809",164,379,3.56728232189974,1352,"Devil in a Blue Dress (1995)","Crime|Film-Noir|Mystery|Thriller",1995
"810",1892,401,3.3715710723192,1352,"Perfect Murder, A (1998)","Mystery|Thriller",1998
"811",372,428,3.15420560747664,1350,"Reality Bites (1994)","Comedy|Drama",1994
"812",410,463,2.90712742980562,1346,"Addams Family Values (1993)","Comedy",1993
"813",2118,363,3.70247933884298,1344,"Dead Zone, The (1983)","Horror|Thriller",1983
"814",3686,413,3.25423728813559,1344,"Flatliners (1990)","Thriller",1990
"815",3397,358,3.73743016759777,1338,"Great Muppet Caper, The (1981)","Children's|Comedy",1981
"816",2600,410,3.25609756097561,1335,"eXistenZ (1999)","Action|Sci-Fi|Thriller",1999
"817",3791,435,3.06666666666667,1334,"Footloose (1984)","Drama",1984
"818",2301,371,3.59029649595687,1332,"History of the World: Part I (1981)","Comedy",1981
"819",3869,431,3.08816705336427,1331,"Naked Gun 2 1/2: The Smell of Fear, The (1991)","Comedy",1991
"820",2735,459,2.89760348583878,1330,"Golden Child, The (1986)","Action|Adventure|Comedy",1986
"821",1061,374,3.55080213903743,1328,"Sleepers (1996)","Crime|Drama",1996
"822",1260,308,4.30194805194805,1325,"M (1931)","Crime|Film-Noir|Thriller",1931
"823",3198,325,4.07384615384615,1324,"Papillon (1973)","Drama",1973
"824",900,343,3.85131195335277,1321,"American in Paris, An (1951)","Musical|Romance",1951
"825",1620,395,3.33670886075949,1318,"Kiss the Girls (1997)","Crime|Drama|Thriller",1997
"826",748,417,3.15107913669065,1314,"Arrival, The (1996)","Action|Sci-Fi|Thriller",1996
"827",1754,388,3.38659793814433,1314,"Fallen (1998)","Action|Mystery|Thriller",1998
"828",2015,380,3.45263157894737,1312,"Absent Minded Professor, The (1961)","Children's|Comedy|Fantasy",1961
"829",224,386,3.39119170984456,1309,"Don Juan DeMarco (1995)","Comedy|Drama|Romance",1995
"830",1693,351,3.71794871794872,1305,"Amistad (1997)","Drama",1997
"831",173,564,2.30851063829787,1302,"Judge Dredd (1995)","Action|Adventure|Sci-Fi",1995
"832",678,306,4.24509803921569,1299,"Some Folks Call It a Sling Blade (1993)","Drama|Thriller",1993
"833",1135,407,3.18918918918919,1298,"Private Benjamin (1980)","Comedy",1980
"834",1243,325,3.98461538461538,1295,"Rosencrantz and Guildenstern Are Dead (1990)","Comedy|Drama",1990
"835",3461,353,3.6657223796034,1294,"Lord of the Flies (1963)","Adventure|Drama|Thriller",1963
"836",3462,305,4.23606557377049,1292,"Modern Times (1936)","Comedy",1936
"837",2819,319,4.04075235109718,1289,"Three Days of the Condor (1975)","Thriller",1975
"838",2414,379,3.39050131926121,1285,"Young Sherlock Holmes (1985)","Action|Adventure|Mystery",1985
"839",2805,448,2.86830357142857,1285,"Mickey Blue Eyes (1999)","Comedy|Romance",1999
